age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary
40,no,travel_rarely,1582.77,human_resources,6,2,NA,434,High,female,197.85,high,manager,manager,very_high,single,12783.92,33238.2,1,yes,21,"4,0",very_high,full_time,0,21.0,2,good,21,7,7,1983,153407.07,yes,197.85,21.0,12783.92,153407.07,197.85,21.0,12783.92,153407.07
48,no,NA,664.34,sales,16,4,life_sciences,435,High,male,83.04177381738829,high,intermediate,sales_executive,high,divorced,5644.862851780352,13951.17,8,no,14,"3,0",high,full_time,1,18.0,2,good,8,7,7,1975,64390.0,yes,83.042301980198,18.0,5697.60022687609,64390.0,83.042301980198,18.0,5697.60022687609,64390.0
53,yes,NA,1032.49,NA,2,5,NA,436,High,male,129.06061079069934,medium,senior,manufacturing_director,very_high,married,8663.697759292683,21682.23,0,no,16,"3,0",medium,part_time,1,16.365014291661943,4,good,33,1,9,1970,100071.84,yes,83.042301980198,11.318933823529411,5697.60022687609,100071.84,83.042301980198,11.318933823529411,5697.60022687609,100071.84
44,no,NA,1973.98,NA,7,3,medical,437,Medium,male,246.74988628954793,high,executive,research_director,very_high,NA,16384.015911265287,41453.67,0,yes,14,"3,0",very_high,part_time,1,29.295708641321554,4,low,22,1,10,1979,191324.62,no,83.042301980198,11.318933823529411,5697.60022687609,191324.62,83.042301980198,11.318933823529411,5697.60022687609,191324.62
45,no,NA,595.21,NA,5,5,NA,438,High,male,74.4,low,intermediate,laboratory_technician,low,NA,5078.040579678751,12499.5,1,no,14,"3,0",low,full_time,0,10.0,3,good,10,1,4,1978,57690.0,no,74.4,10.0,5697.60022687609,57690.0,74.4,10.0,5697.60022687609,57690.0
45,no,non_travel,452.42,NA,26,3,marketing,439,Low,female,73.25529975426822,medium,intermediate,sales_executive,low,NA,3654.17,9500.83,1,no,15,"3,0",low,part_time,1,10.0,2,good,10,4,5,1978,56802.068900560356,no,83.042301980198,10.0,3654.17,65245.87531343283,83.042301980198,10.0,3654.17,65245.87531343283
34,no,travel_frequently,556.26,NA,10,4,NA,440,High,female,69.53066731791903,very_high,intermediate,manufacturing_director,very_high,NA,4492.84,11681.39,1,no,13,"3,0",low,part_time,1,9.0,3,good,9,7,2,1989,53914.11,yes,83.042301980198,9.0,4492.84,53914.11,83.042301980198,9.0,4492.84,53914.11
39,no,NA,556.26,research_&_development,10,5,medical,441,Medium,female,80.81845721565169,high,intermediate,manufacturing_director,low,NA,4492.84,11681.39,2,no,13,"3,0",very_high,part_time,3,11.450393564917187,3,good,7,7,7,1984,62666.29706665786,no,83.042301980198,11.318933823529411,4492.84,65245.87531343283,83.042301980198,11.318933823529411,4492.84,65245.87531343283
27,no,NA,419.51,research_&_development,36,3,NA,442,NA,female,52.436755089028814,medium,entry_level,laboratory_technician,low,divorced,3388.33,8809.67,1,no,11,"3,0",low,full_time,2,7.0,3,good,7,0,7,1996,40660.0,yes,83.042301980198,7.0,3388.33,40660.0,83.042301980198,7.0,3388.33,40660.0
45,no,travel_rarely,556.26,NA,2,2,NA,443,Very High,male,75.49480443278345,medium,intermediate,manufacturing_director,very_high,divorced,4492.84,11681.39,1,no,19,"3,0",low,part_time,2,10.0,3,good,10,3,9,1978,58538.51758955006,yes,83.042301980198,10.0,4492.84,65245.87531343283,83.042301980198,10.0,4492.84,65245.87531343283
44,no,NA,556.26,NA,1,5,NA,444,Low,female,91.64011124149141,high,intermediate,human_resources,very_high,married,4492.84,11681.39,4,yes,11,"3,0",high,part_time,0,14.0,3,good,10,0,2,1979,71057.05158360582,yes,83.042301980198,14.0,4492.84,65245.87531343283,83.042301980198,14.0,4492.84,65245.87531343283
25,no,NA,537.13,NA,2,1,life_sciences,445,Very High,female,67.14,very_high,intermediate,manufacturing_director,high,divorced,4338.33,11279.67,1,no,17,"3,0",high,part_time,2,7.0,6,good,7,0,7,1998,52060.0,no,67.14,7.0,4338.33,52060.0,67.14,7.0,4338.33,52060.0
49,no,NA,1582.77,NA,1,3,NA,446,High,female,197.8473492967412,high,manager,manager,high,single,12783.92,33238.2,4,no,14,"3,0",low,full_time,0,23.0,2,good,8,0,0,1974,153407.07,yes,83.042301980198,23.0,12783.92,153407.07,83.042301980198,23.0,12783.92,153407.07
48,yes,travel_frequently,273.93,NA,7,2,NA,447,Very High,male,105.73254149173106,high,entry_level,sales_representative,high,NA,2212.5,5752.5,2,no,11,"3,0",high,part_time,2,19.0,3,good,9,7,7,1975,81983.82281369952,no,83.042301980198,19.0,2212.5,65245.87531343283,83.042301980198,19.0,2212.5,65245.87531343283
26,no,NA,265.16,NA,7,3,medical,448,Very High,female,33.142830759492924,high,entry_level,laboratory_technician,very_high,NA,2141.67,5568.33,1,no,20,"4,0",high,part_time,0,7.0,5,good,7,5,7,1997,25700.0,yes,83.042301980198,7.0,2141.67,25700.0,83.042301980198,7.0,2141.67,25700.0
44,no,travel_rarely,1032.49,NA,2,3,life_sciences,449,High,male,129.06,very_high,senior,healthcare_representative,very_high,NA,8339.32,21682.23,1,no,19,"3,0",medium,part_time,1,16.489391944136273,2,good,8,6,7,1979,100071.84,yes,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84
36,no,NA,464.49,NA,2,4,NA,450,High,male,58.06,high,intermediate,sales_representative,very_high,single,3751.67,9754.33,3,no,15,"3,0",high,part_time,0,17.0,2,low,13,6,7,1987,45020.0,yes,58.06,17.0,3751.67,45020.0,58.06,17.0,3751.67,45020.0
46,no,NA,556.26,research_&_development,13,4,NA,451,High,female,69.53,high,intermediate,healthcare_representative,medium,single,4492.84,11681.39,6,no,14,"3,0",very_high,part_time,0,19.0,3,good,10,0,9,1977,53914.11,yes,69.53,19.0,4492.84,53914.11,69.53,19.0,4492.84,53914.11
35,no,NA,556.26,NA,27,4,life_sciences,452,Very High,female,69.53096987087942,high,intermediate,manufacturing_director,high,married,4492.84,11681.39,2,no,16,"3,0",medium,part_time,1,17.0,3,good,7,0,7,1988,53914.11,yes,83.042301980198,17.0,4492.84,53914.11,83.042301980198,17.0,4492.84,53914.11
30,no,travel_frequently,512.57,NA,2,4,NA,453,Very High,male,64.06996998043077,medium,entry_level,research_scientist,low,NA,4140.0,10764.0,0,no,16,"3,0",very_high,part_time,0,10.0,2,good,9,0,7,1993,49680.0,no,83.042301980198,10.0,4140.0,49680.0,83.042301980198,10.0,4140.0,49680.0
30,no,NA,1032.49,NA,15,2,marketing,454,High,female,129.06061298298104,medium,senior,sales_executive,low,NA,8339.32,21682.23,2,no,11,"3,0",low,part_time,1,16.489391944301513,2,good,7,1,7,1993,100071.84,yes,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
33,no,non_travel,531.04,NA,2,3,marketing,455,Very High,male,66.37864791308154,high,intermediate,sales_executive,medium,NA,4289.17,11151.83,8,no,15,"3,0",very_high,part_time,0,13.0,2,low,11,1,7,1990,51470.0,yes,83.042301980198,13.0,4289.17,51470.0,83.042301980198,13.0,4289.17,51470.0
32,no,NA,280.43,NA,5,4,NA,456,Medium,female,35.05,high,entry_level,research_scientist,medium,single,2265.0,5889.0,2,no,14,"3,0",medium,part_time,0,12.0,3,good,7,0,7,1991,27180.0,yes,35.05,12.0,2265.0,27180.0,35.05,12.0,2265.0,27180.0
43,no,travel_rarely,365.13,NA,2,3,life_sciences,457,Medium,female,76.6963888612702,high,entry_level,human_resources,very_high,NA,2949.17,7667.83,0,no,13,"3,0",medium,part_time,0,11.485708803331256,5,good,9,1,8,1980,59470.160627316785,no,83.042301980198,11.318933823529411,2949.17,65245.87531343283,83.042301980198,11.318933823529411,2949.17,65245.87531343283
31,no,travel_rarely,564.16,NA,29,4,marketing,458,Low,male,70.51847543140983,medium,intermediate,sales_executive,very_high,NA,4556.67,11847.33,1,no,14,"3,0",low,full_time,2,10.035170088568734,3,good,12,5,7,1992,54680.0,yes,83.042301980198,11.318933823529411,4556.67,54680.0,83.042301980198,11.318933823529411,4556.67,54680.0
35,yes,NA,599.75,NA,27,3,NA,459,High,female,81.75661516064311,high,intermediate,sales_executive,very_high,NA,4844.17,12594.83,1,no,18,"3,0",very_high,part_time,0,11.442356029231442,2,good,10,7,7,1988,63393.7184813603,no,83.042301980198,11.318933823529411,4844.17,65245.87531343283,83.042301980198,11.318933823529411,4844.17,65245.87531343283
35,no,non_travel,556.26,research_&_development,2,2,medical,460,Medium,female,69.53089423263933,high,intermediate,manufacturing_director,very_high,divorced,4492.84,11681.39,2,no,14,"3,0",high,part_time,1,15.0,6,good,7,1,7,1988,53914.11,no,83.042301980198,15.0,4492.84,53914.11,83.042301980198,15.0,4492.84,53914.11
30,no,NA,997.39,NA,10,3,medical,461,Low,male,124.67297388904674,high,senior,manufacturing_director,high,single,8055.83,20945.17,9,no,14,"3,0",medium,part_time,0,9.0,3,good,7,0,2,1993,96670.0,no,83.042301980198,9.0,8055.83,96670.0,83.042301980198,9.0,8055.83,96670.0
46,yes,travel_rarely,556.26,NA,19,2,medical,462,Very High,male,87.60378453931445,high,intermediate,healthcare_representative,medium,married,4492.84,11681.39,4,no,22,"4,0",very_high,part_time,1,13.0,2,excellent,9,3,7,1977,67927.4180850919,no,83.042301980198,13.0,4492.84,65245.87531343283,83.042301980198,13.0,4492.84,65245.87531343283
45,no,non_travel,531.76,NA,2,4,NA,463,High,male,66.46881554760115,high,intermediate,sales_executive,high,married,4557.7253965934815,11167.0,4,no,22,"4,0",medium,part_time,2,10.0,3,excellent,8,5,7,1978,51540.0,no,83.042301980198,10.0,5697.60022687609,51540.0,83.042301980198,10.0,5697.60022687609,51540.0
43,no,travel_frequently,585.52,NA,2,4,life_sciences,464,Low,female,73.19,high,intermediate,sales_executive,very_high,married,4729.17,12295.83,1,no,20,"4,0",high,full_time,1,7.0,5,good,7,7,7,1980,56750.0,no,73.19,7.0,4729.17,56750.0,73.19,7.0,4729.17,56750.0
46,yes,NA,754.62,NA,10,3,life_sciences,465,High,male,94.32650259194592,high,senior,sales_executive,medium,NA,6095.0,15847.0,5,no,21,"4,0",high,part_time,3,14.0,2,good,8,0,7,1977,73140.0,yes,83.042301980198,14.0,6095.0,73140.0,83.042301980198,14.0,6095.0,73140.0
40,no,travel_rarely,1582.77,research_&_development,1,4,NA,466,Low,female,146.07043708176516,high,manager,manager,low,NA,12783.92,33238.2,2,no,11,"3,0",low,part_time,1,22.0,3,good,19,11,16,1983,113260.62725210271,yes,83.042301980198,22.0,12783.92,65245.87531343283,83.042301980198,22.0,12783.92,65245.87531343283
27,no,travel_rarely,556.26,sales,2,2,NA,467,Low,male,69.53066731791903,very_high,intermediate,sales_executive,high,single,4492.84,11681.39,0,no,14,"3,0",medium,part_time,0,9.0,5,low,8,0,7,1996,53914.11,no,83.042301980198,9.0,4492.84,53914.11,83.042301980198,9.0,4492.84,53914.11
42,no,NA,1032.49,NA,6,3,medical,468,High,female,118.0566927539748,high,senior,research_director,low,married,8339.32,21682.23,9,no,13,"3,0",medium,part_time,1,18.0,3,excellent,13,5,7,1981,91539.64194455816,yes,83.042301980198,18.0,8339.32,65245.87531343283,83.042301980198,18.0,8339.32,65245.87531343283
26,no,travel_frequently,290.04,NA,6,3,other,469,High,female,36.25,very_high,entry_level,laboratory_technician,very_high,married,2342.59,6090.75,0,no,18,"3,0",low,part_time,1,8.0,3,good,7,7,7,1997,28111.13,yes,36.25,8.0,2342.59,28111.13,36.25,8.0,2342.59,28111.13
28,no,travel_frequently,556.26,NA,1,2,life_sciences,470,High,female,69.53,medium,intermediate,sales_executive,very_high,married,4758.5942602938085,11681.39,1,no,12,"3,0",high,part_time,1,7.0,2,good,7,0,7,1995,53914.11,yes,69.53,7.0,5697.60022687609,53914.11,69.53,7.0,5697.60022687609,53914.11
47,no,NA,556.26,NA,14,4,NA,471,High,female,69.53,high,intermediate,research_scientist,medium,married,4492.84,11681.39,8,no,18,"3,0",high,part_time,1,9.926271187824199,4,excellent,8,1,7,1976,53914.11,no,69.53,11.318933823529411,4492.84,53914.11,69.53,11.318933823529411,4492.84,53914.11
34,no,travel_rarely,1032.49,NA,13,4,medical,472,Very High,female,129.060329740768,high,senior,sales_executive,high,divorced,8339.32,21682.23,1,no,18,"3,0",high,part_time,1,9.0,2,low,8,1,1,1989,100071.84,yes,83.042301980198,9.0,8339.32,100071.84,83.042301980198,9.0,8339.32,100071.84
26,no,NA,290.04,research_&_development,1,3,medical,473,High,female,36.25250492673661,high,entry_level,laboratory_technician,low,single,2342.59,6090.75,0,no,13,"3,0",very_high,part_time,0,8.0,6,good,7,7,6,1997,28111.13,yes,83.042301980198,8.0,2342.59,28111.13,83.042301980198,8.0,2342.59,28111.13
27,no,travel_rarely,556.26,NA,9,3,NA,474,Very High,female,69.53070055266093,high,intermediate,sales_executive,very_high,NA,4758.585380548165,11681.39,1,no,14,"3,0",low,part_time,0,9.824375217388116,5,good,7,0,7,1996,53914.11,no,83.042301980198,11.318933823529411,5697.60022687609,53914.11,83.042301980198,11.318933823529411,5697.60022687609,53914.11
31,yes,travel_frequently,556.26,sales,26,4,marketing,475,Low,female,69.53070513703906,high,intermediate,sales_executive,very_high,NA,4492.84,11681.39,1,yes,11,"3,0",high,part_time,0,10.0,4,good,10,0,8,1992,53914.11,yes,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11
33,no,travel_frequently,556.26,NA,7,2,life_sciences,476,Very High,female,71.45847773060645,high,intermediate,healthcare_representative,high,divorced,4492.84,11681.39,1,no,20,"3,0",high,part_time,3,9.0,2,good,9,2,8,1990,55408.884091036096,yes,83.042301980198,9.0,4492.84,65245.87531343283,83.042301980198,9.0,4492.84,65245.87531343283
31,no,NA,1032.49,NA,10,3,NA,477,High,male,129.06048101724818,high,senior,research_director,high,married,8339.32,21682.23,4,no,20,"4,0",high,part_time,1,13.0,2,excellent,11,4,8,1992,100071.84,yes,83.042301980198,13.0,8339.32,100071.84,83.042301980198,13.0,8339.32,100071.84
35,no,NA,525.98,NA,9,4,medical,478,Medium,female,65.74658308055587,high,intermediate,research_scientist,high,NA,4510.347103494815,11045.67,1,no,19,"3,0",medium,part_time,0,10.0,5,good,10,0,8,1988,50980.0,yes,83.042301980198,10.0,5697.60022687609,50980.0,83.042301980198,10.0,5697.60022687609,50980.0
33,no,travel_rarely,556.26,NA,15,2,NA,479,Medium,male,69.53070234868028,high,intermediate,healthcare_representative,very_high,married,4492.84,11681.39,0,yes,13,"3,0",low,part_time,1,9.92627118801342,6,good,9,8,1,1990,53914.11,yes,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11
39,no,travel_rarely,556.26,NA,24,1,life_sciences,480,Low,female,80.81845721565169,high,intermediate,research_scientist,very_high,single,4492.84,11681.39,7,no,13,"3,0",low,part_time,0,11.450393564917187,2,good,7,1,7,1984,62666.29706665786,no,83.042301980198,11.318933823529411,4492.84,65245.87531343283,83.042301980198,11.318933823529411,4492.84,65245.87531343283
36,no,travel_rarely,1032.49,NA,46,3,NA,481,NA,male,129.06,medium,senior,sales_executive,very_high,married,8663.717789655993,21682.23,0,no,19,"3,0",high,part_time,2,10.0,2,good,9,3,4,1987,100071.84,yes,129.06,10.0,5697.60022687609,100071.84,129.06,10.0,5697.60022687609,100071.84
41,no,travel_rarely,1400.08,NA,28,4,life_sciences,482,Low,male,175.0104508858537,medium,manager,manufacturing_director,medium,married,11308.33,29401.67,0,no,23,"3,0",high,full_time,1,21.0,3,good,20,0,10,1982,135700.0,yes,83.042301980198,21.0,11308.33,135700.0,83.042301980198,21.0,11308.33,135700.0
34,no,NA,692.51,sales,28,3,marketing,483,Very High,male,86.56227890327716,medium,intermediate,sales_executive,high,married,5875.8634846837185,14542.67,1,no,21,"4,0",very_high,full_time,2,8.0,2,good,8,1,7,1989,67120.0,no,83.042301980198,8.0,5697.60022687609,67120.0,83.042301980198,8.0,5697.60022687609,67120.0
38,no,travel_rarely,556.26,NA,10,2,NA,484,Low,male,75.49480443278345,high,intermediate,sales_executive,very_high,married,4492.84,11681.39,1,no,11,"3,0",high,part_time,1,10.0,1,good,10,1,9,1985,58538.51758955006,yes,83.042301980198,10.0,4492.84,65245.87531343283,83.042301980198,10.0,4492.84,65245.87531343283
39,no,travel_rarely,1030.82,NA,6,1,NA,485,Very High,female,128.85188693133122,medium,senior,healthcare_representative,low,NA,8325.83,21647.17,4,no,15,"3,0",low,part_time,1,16.466381353801623,5,good,7,1,7,1984,99910.0,yes,83.042301980198,11.318933823529411,8325.83,99910.0,83.042301980198,11.318933823529411,8325.83,99910.0
34,no,travel_rarely,1032.49,NA,7,4,NA,486,Low,male,129.06061079069934,high,senior,research_director,medium,single,8663.697759292683,21682.23,0,no,11,"3,0",high,part_time,0,16.365014291661943,4,good,12,2,11,1989,100071.84,no,83.042301980198,11.318933823529411,5697.60022687609,100071.84,83.042301980198,11.318933823529411,5697.60022687609,100071.84
44,no,travel_rarely,1057.33,NA,7,4,medical,487,Low,male,132.1667029643027,medium,senior,healthcare_representative,very_high,married,8540.0,22204.0,3,no,14,"3,0",very_high,full_time,1,24.0,4,good,22,5,17,1979,102480.0,yes,83.042301980198,24.0,8540.0,102480.0,83.042301980198,24.0,8540.0,102480.0
46,no,NA,556.26,NA,5,4,NA,488,Low,female,69.53085641351927,high,intermediate,sales_executive,very_high,single,4492.84,11681.39,4,no,21,"3,0",high,part_time,0,14.0,4,good,9,0,8,1977,53914.11,yes,83.042301980198,14.0,4492.84,53914.11,83.042301980198,14.0,4492.84,53914.11
41,no,travel_frequently,1582.77,research_&_development,10,3,life_sciences,489,Very High,female,197.85,medium,manager,manager,low,divorced,13176.052931199714,33238.2,4,no,13,"3,0",medium,full_time,1,23.922718874797674,2,low,7,7,7,1982,153407.07,no,197.85,11.318933823529411,5697.60022687609,153407.07,197.85,11.318933823529411,5697.60022687609,153407.07
39,no,NA,1128.52,research_&_development,2,4,NA,490,High,male,128.20064832608332,high,senior,healthcare_representative,high,single,9115.0,23699.0,0,no,25,"4,0",very_high,part_time,0,20.0,1,good,19,11,8,1984,99404.93815340419,no,83.042301980198,20.0,9115.0,65245.87531343283,83.042301980198,20.0,9115.0,65245.87531343283
42,no,travel_rarely,267.53,NA,2,3,medical,491,Very High,male,33.439575406360625,medium,entry_level,laboratory_technician,low,divorced,2160.83,5618.17,0,yes,11,"3,0",high,part_time,1,10.0,4,good,9,7,8,1981,25930.0,yes,83.042301980198,10.0,2160.83,25930.0,83.042301980198,10.0,2160.83,25930.0
33,no,travel_frequently,1225.51,research_&_development,5,4,NA,492,Very High,male,98.00176470952744,high,senior,manager,medium,married,9898.33,25735.67,6,no,11,"3,0",medium,part_time,2,12.0,2,good,10,8,8,1990,75989.73854206334,yes,83.042301980198,12.0,9898.33,65245.87531343283,83.042301980198,12.0,9898.33,65245.87531343283
35,no,travel_rarely,835.2,NA,5,4,technical_degree,493,High,female,104.39917948605022,high,senior,manufacturing_director,medium,single,6745.83,17539.17,0,no,13,"3,0",very_high,part_time,0,17.0,5,good,16,0,13,1988,80950.0,yes,83.042301980198,17.0,6745.83,80950.0,83.042301980198,17.0,6745.83,80950.0
33,yes,travel_rarely,1032.49,NA,15,1,medical,494,Medium,female,129.0605591670933,high,senior,manager,high,married,8663.70206267265,21682.23,7,no,12,"3,0",very_high,part_time,0,15.0,2,excellent,7,7,7,1990,100071.84,yes,83.042301980198,15.0,5697.60022687609,100071.84,83.042301980198,15.0,5697.60022687609,100071.84
40,no,travel_rarely,1582.77,NA,6,3,life_sciences,495,Medium,male,197.84731451384954,high,manager,manufacturing_director,high,single,13176.058900955213,33238.2,7,no,15,"3,0",high,full_time,0,22.0,3,good,20,5,13,1983,153407.07,no,83.042301980198,22.0,5697.60022687609,153407.07,83.042301980198,22.0,5697.60022687609,153407.07
41,no,travel_rarely,1973.98,NA,10,4,human_resources,496,Medium,female,246.74964478229157,medium,executive,manager,very_high,divorced,15943.72,41453.67,3,no,15,"3,0",medium,full_time,3,23.0,2,low,21,12,6,1982,191324.62,no,83.042301980198,23.0,15943.72,191324.62,83.042301980198,23.0,15943.72,191324.62
27,no,NA,556.26,NA,7,3,NA,497,Very High,male,69.53070055266093,medium,intermediate,healthcare_representative,low,NA,4758.585380548165,11681.39,8,no,19,"3,0",low,part_time,0,9.824375217388116,2,very_low,7,0,7,1996,53914.11,no,83.042301980198,11.318933823529411,5697.60022687609,53914.11,83.042301980198,11.318933823529411,5697.60022687609,53914.11
