age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work
41,no,,348.32,,7,2,nan,505,medium,male,43.54,very_high,entry_level,research_scientist,high,,,7314.67,1,no,13,"3,0",high,full_time,0,,3,good,10,0,8,1982,33760.0,no
44,yes,,1081.48,human_resources,1,2,medical,506,medium,female,,medium,senior,human_resources,low,married,8735.0,22711.0,9,no,14,,very_high,full_time,1,24,1,good,20,3,6,1979,104820.0,yes
42,no,,1582.77,,2,2,medical,507,very_high,female,,high,manager,manager,low,,12783.92,33238.2,0,no,17,"3,0",very_high,nan,1,23,3,good,22,13,7,1981,,no
52,no,travel_rarely,1032.49,,7,4,life_sciences,508,medium,female,,high,senior,healthcare_representative,medium,single,,21682.23,7,,19,"3,0",very_high,part_time,0,18,4,,8,4,0,1971,100071.84,yes
38,no,,290.04,,1,3,nan,509,high,female,36.25,very_high,entry_level,human_resources,high,,2342.59,6090.75,1,no,13,"3,0",very_high,part_time,1,7,2,excellent,7,5,0,1985,28111.13,yes
46,no,,290.04,human_resources,1,2,life_sciences,510,very_high,male,36.25,high,entry_level,human_resources,low,,,6090.75,6,,12,"3,0",high,part_time,0,10,3,excellent,7,5,7,1977,28111.13,yes
35,no,,438.39,,4,4,life_sciences,511,high,female,54.8,high,intermediate,research_scientist,high,single,3540.83,9206.17,1,,11,"3,0",medium,part_time,0,,3,good,9,1,1,1988,42490.0,no
28,no,travel_rarely,675.69,research_&_development,29,1,life_sciences,512,high,female,,low,intermediate,manufacturing_director,medium,married,5457.5,14189.5,1,,14,,medium,nan,2,8,2,low,8,1,7,1995,,yes
44,no,,1582.77,,28,3,life_sciences,513,very_high,female,,high,manager,research_director,low,married,12783.92,33238.2,3,no,13,"3,0",high,nan,1,,1,excellent,20,14,17,1979,,yes
50,no,,1486.85,,22,5,nan,514,high,female,,low,manager,research_director,very_high,,12009.17,31223.83,1,,13,"3,0",very_high,nan,0,,2,good,32,13,9,1973,,no
55,no,travel_rarely,2020.78,,23,5,marketing,515,high,female,252.6,medium,executive,manager,very_high,,,42436.33,1,no,21,"4,0",high,full_time,1,36,3,good,36,2,13,1968,195860.0,yes
39,no,,849.85,sales,6,3,nan,516,very_high,female,,very_high,senior,sales_executive,high,married,6864.17,17846.83,2,no,11,"3,0",low,part_time,1,11,3,good,7,7,6,1984,82370.0,yes
49,no,,331.29,research_&_development,13,4,nan,517,nan,male,,high,entry_level,laboratory_technician,low,,2675.83,6957.17,1,,14,"3,0",very_high,nan,1,10,3,low,9,1,4,1974,,yes
45,no,,1723.43,,28,2,technical_degree,518,very_high,male,,medium,manager,research_director,medium,single,13920.0,36192.0,1,,11,,high,nan,0,21,2,good,21,8,6,1978,,no
46,no,,1032.49,,2,3,nan,519,high,female,,high,senior,sales_executive,very_high,,8339.32,21682.23,4,,12,"3,0",medium,part_time,1,,5,low,10,0,3,1977,100071.84,no
27,no,,492.56,,15,3,nan,520,very_high,male,,medium,entry_level,research_scientist,low,married,,10343.67,0,no,19,"3,0",very_high,full_time,1,,2,,7,7,3,1996,47740.0,no
42,no,travel_rarely,1973.98,,2,3,nan,521,low,female,,high,executive,manager,high,married,15943.72,41453.67,5,,11,"3,0",low,nan,0,24,2,low,22,4,14,1981,,yes
49,no,,556.26,sales,2,3,nan,522,very_high,female,,medium,intermediate,sales_executive,medium,married,,11681.39,2,,14,"3,0",very_high,part_time,0,17,3,low,9,0,8,1974,53914.11,yes
29,no,travel_rarely,556.26,,15,2,life_sciences,523,very_high,male,,medium,intermediate,laboratory_technician,high,single,,11681.39,0,yes,12,"3,0",very_high,part_time,0,10,3,good,9,0,8,1994,53914.11,yes
34,no,non_travel,471.3,,12,4,marketing,524,nan,female,,high,intermediate,sales_executive,high,,3806.67,9897.33,0,no,20,"4,0",high,part_time,0,,2,good,9,8,7,1989,45680.0,no
37,no,,618.33,,1,4,nan,525,low,female,,medium,intermediate,manufacturing_director,high,divorced,4994.17,12984.83,1,no,18,"3,0",high,nan,1,,2,,7,0,7,1986,59930.0,no
36,no,,670.53,,11,3,nan,526,medium,female,83.82,medium,intermediate,manufacturing_director,medium,single,5415.83,14081.17,1,no,13,"3,0",high,full_time,0,6,3,good,6,0,3,1987,64990.0,yes
45,no,,356.16,,29,3,nan,527,high,female,,high,entry_level,research_scientist,very_high,single,,7479.33,5,,13,"3,0",medium,full_time,0,9,2,low,6,0,3,1978,34520.0,yes
29,no,travel_rarely,290.04,,15,3,nan,528,high,female,,high,entry_level,research_scientist,very_high,,,6090.75,1,no,19,"3,0",low,part_time,0,6,1,good,6,1,5,1994,28111.13,no
26,no,,660.01,,1,3,nan,529,high,male,,high,intermediate,manufacturing_director,medium,,5330.83,13860.17,1,no,20,"4,0",low,full_time,1,6,6,very_low,6,1,4,1997,63970.0,no
28,no,,556.26,,9,4,life_sciences,530,medium,female,,high,intermediate,sales_executive,very_high,single,,11681.39,1,no,16,"3,0",very_high,part_time,0,,1,good,7,0,7,1995,53914.11,yes
42,no,travel_frequently,556.26,,30,4,technical_degree,531,very_high,male,,medium,intermediate,healthcare_representative,very_high,married,,11681.39,0,no,11,"3,0",very_high,nan,3,7,4,excellent,6,0,4,1981,53914.11,yes
31,no,travel_rarely,556.26,sales,2,1,life_sciences,532,medium,female,,high,intermediate,sales_executive,very_high,,,11681.39,4,yes,13,"3,0",high,part_time,0,10,2,excellent,6,0,5,1992,53914.11,yes
37,no,travel_rarely,1032.49,,47,3,nan,533,nan,male,,high,senior,manufacturing_director,very_high,single,8339.32,21682.23,4,,17,"3,0",very_high,part_time,0,,3,excellent,6,1,2,1986,100071.84,yes
37,no,non_travel,1032.49,,9,4,nan,534,low,female,,high,senior,sales_executive,medium,divorced,,21682.23,1,no,13,"3,0",very_high,part_time,1,9,6,good,9,7,7,1986,100071.84,no
37,no,travel_rarely,556.26,,1,4,life_sciences,535,medium,male,69.53,high,intermediate,manufacturing_director,medium,married,4492.84,11681.39,6,,12,"3,0",medium,part_time,1,8,2,low,6,4,3,1986,53914.11,no
24,no,travel_rarely,281.15,,23,3,medical,536,medium,female,,very_high,entry_level,research_scientist,very_high,,,5904.17,1,,11,"3,0",medium,part_time,2,,3,good,6,1,4,1999,27250.0,yes
50,no,,1973.98,,3,3,nan,537,low,female,,high,executive,manager,medium,married,15943.72,41453.67,1,no,11,"3,0",high,nan,1,,2,good,32,10,7,1973,,no
34,no,,373.7,,1,2,life_sciences,538,medium,female,46.71,medium,entry_level,research_scientist,very_high,,3018.33,7847.67,1,yes,13,"3,0",very_high,full_time,1,6,3,good,6,1,3,1989,36220.0,yes
27,no,travel_frequently,556.26,,3,1,medical,539,very_high,male,,very_high,intermediate,sales_executive,very_high,,,11681.39,1,,20,,medium,nan,2,,3,good,6,0,4,1996,53914.11,no
25,no,,637.62,sales,42,1,nan,540,nan,male,,high,intermediate,sales_executive,very_high,single,,13390.0,1,no,23,"4,0",medium,full_time,0,6,5,low,6,1,4,1998,61800.0,no
34,no,,647.32,sales,25,3,other,541,very_high,female,,high,intermediate,sales_executive,very_high,single,5228.33,13593.67,1,no,22,"4,0",high,full_time,0,6,5,good,6,1,4,1989,62740.0,yes
34,no,,452.01,research_&_development,2,4,nan,542,high,male,,medium,entry_level,research_scientist,low,,,9492.17,1,,11,,high,full_time,0,6,3,good,6,1,3,1989,43810.0,yes
35,no,,1032.49,,7,3,other,543,high,female,,high,senior,manufacturing_director,high,single,8339.32,21682.23,3,no,21,"4,0",medium,nan,0,17,3,excellent,8,1,6,1988,,no
35,no,,264.02,,16,1,medical,544,nan,male,33.0,medium,entry_level,research_scientist,low,,,5544.5,1,,11,"3,0",very_high,part_time,0,6,3,low,6,1,1,1988,25590.0,no
33,no,,566.22,research_&_development,1,4,nan,545,high,male,70.78,very_high,intermediate,healthcare_representative,medium,married,4573.33,11890.67,1,yes,13,"3,0",low,full_time,1,,2,good,6,1,2,1990,54880.0,yes
29,no,,259.38,,28,4,life_sciences,546,high,male,,high,entry_level,research_scientist,very_high,divorced,2095.0,5447.0,4,no,22,"4,0",low,part_time,1,11,1,good,7,1,7,1994,25140.0,no
29,no,travel_frequently,290.04,research_&_development,10,3,nan,547,very_high,male,,high,entry_level,research_scientist,medium,divorced,2342.59,6090.75,0,no,14,"3,0",very_high,part_time,2,8,2,low,7,1,1,1994,28111.13,yes
34,no,,556.26,,9,1,life_sciences,548,medium,male,69.53,high,intermediate,sales_executive,high,married,4492.84,11681.39,1,,20,"4,0",low,part_time,0,,3,low,6,1,3,1989,53914.11,no
28,no,travel_rarely,329.75,,19,4,medical,549,very_high,female,,medium,entry_level,laboratory_technician,low,married,2663.33,6924.67,1,,12,"3,0",high,nan,3,6,2,good,6,3,3,1995,31960.0,no
44,no,,290.04,,2,1,life_sciences,550,low,male,,very_high,entry_level,research_scientist,very_high,married,,6090.75,1,,13,"3,0",very_high,part_time,1,10,5,good,10,7,7,1979,28111.13,no
31,no,travel_rarely,556.26,research_&_development,11,2,nan,551,high,female,69.53,high,intermediate,healthcare_representative,low,married,4492.84,11681.39,1,yes,12,,very_high,part_time,0,6,2,low,6,0,1,1992,53914.11,no
26,no,,290.04,research_&_development,4,2,life_sciences,552,high,female,36.25,high,entry_level,research_scientist,very_high,,2342.59,6090.75,1,yes,20,"4,0",medium,part_time,0,,2,low,8,2,2,1997,28111.13,no
47,no,travel_rarely,352.86,,1,3,nan,553,low,female,,high,entry_level,research_scientist,very_high,,2850.0,7410.0,7,no,12,"3,0",high,full_time,1,17,2,low,6,1,2,1976,34200.0,yes
37,no,,290.04,research_&_development,5,2,nan,554,high,female,,very_high,entry_level,laboratory_technician,high,single,2342.59,6090.75,0,no,14,"3,0",low,part_time,0,7,2,very_low,6,1,3,1986,28111.13,no
32,no,,421.67,,1,4,nan,555,very_high,female,,high,intermediate,research_scientist,low,married,3405.83,8855.17,4,,14,"3,0",medium,nan,1,9,3,low,6,1,2,1991,,yes
32,no,,556.26,,2,3,medical,556,very_high,female,69.53,high,intermediate,research_scientist,medium,divorced,4492.84,11681.39,0,no,13,"3,0",high,part_time,2,10,4,low,9,1,6,1991,53914.11,yes
33,no,non_travel,553.84,,16,3,life_sciences,557,high,male,69.23,high,intermediate,sales_executive,very_high,,,11630.67,1,yes,25,"4,0",high,part_time,1,7,2,good,6,1,2,1990,53680.0,no
47,yes,,1334.67,sales,9,3,nan,558,high,female,,low,manager,sales_executive,high,married,,28028.0,7,no,11,,high,full_time,0,25,3,very_low,23,14,10,1976,129360.0,yes
41,yes,,556.26,,1,2,nan,559,medium,male,,high,intermediate,sales_executive,very_high,,4492.84,11681.39,8,yes,11,"3,0",low,part_time,0,8,0,very_low,6,0,5,1982,53914.11,no
35,no,travel_rarely,290.04,research_&_development,16,3,medical,560,low,female,36.25,very_high,entry_level,laboratory_technician,medium,married,,6090.75,0,,13,"3,0",high,part_time,1,6,5,good,5,0,3,1988,28111.13,no
29,no,travel_rarely,290.04,,2,3,life_sciences,561,high,female,36.25,high,entry_level,research_scientist,medium,married,2342.59,6090.75,0,no,23,"4,0",very_high,part_time,1,,3,good,5,0,4,1994,28111.13,no
32,no,travel_rarely,556.26,,1,3,life_sciences,562,medium,female,,high,intermediate,research_scientist,medium,,4492.84,11681.39,1,no,17,"3,0",medium,part_time,2,10,3,good,10,0,9,1991,53914.11,yes
35,no,travel_rarely,290.04,,1,3,medical,563,medium,female,36.25,medium,entry_level,research_scientist,high,single,2342.59,6090.75,1,no,18,"3,0",low,part_time,0,6,3,good,6,0,4,1988,28111.13,no
56,no,,1032.49,,13,3,nan,564,very_high,female,,low,senior,manufacturing_director,very_high,,8339.32,21682.23,4,no,11,"3,0",low,nan,0,37,3,low,6,0,2,1967,,yes
28,no,,435.5,,4,3,medical,565,medium,female,,high,intermediate,sales_executive,high,,,9145.5,1,,15,"3,0",medium,part_time,0,5,3,excellent,5,0,4,1995,42210.0,yes
25,yes,travel_rarely,556.26,,5,3,nan,566,high,female,,medium,intermediate,sales_executive,high,single,4492.84,11681.39,1,yes,11,"3,0",very_high,nan,0,,1,good,6,0,3,1998,,yes
56,yes,,512.06,,14,4,life_sciences,567,medium,male,,high,entry_level,research_scientist,medium,,,10753.17,9,,18,"3,0",low,full_time,3,7,2,good,5,4,3,1967,49630.0,yes
26,no,,290.04,research_&_development,6,3,nan,568,high,male,,medium,entry_level,research_scientist,medium,married,,6090.75,1,,19,"3,0",high,part_time,0,5,3,low,5,4,3,1997,28111.13,no
32,yes,,433.33,,9,3,medical,569,low,male,,high,entry_level,laboratory_technician,low,,3500.0,9100.0,7,no,22,"4,0",low,nan,0,,2,excellent,5,0,4,1991,,no
30,no,travel_rarely,290.04,,18,3,life_sciences,570,low,male,,high,entry_level,research_scientist,high,single,2342.59,6090.75,1,no,14,"3,0",high,part_time,0,,4,low,5,0,4,1993,28111.13,yes
50,no,travel_rarely,1973.98,,11,3,nan,571,high,male,,high,executive,manager,medium,,15943.72,41453.67,3,,15,"3,0",medium,nan,0,,5,good,5,4,4,1973,,no
32,no,,290.04,,6,5,life_sciences,572,high,female,,high,entry_level,research_scientist,high,,2342.59,6090.75,3,no,20,"4,0",low,part_time,0,8,2,,5,1,4,1991,28111.13,no
45,no,travel_rarely,516.49,,4,2,nan,573,high,male,,high,intermediate,sales_executive,low,,4171.67,10846.33,4,,11,"3,0",low,nan,1,9,3,excellent,5,0,3,1978,,no
43,no,,290.04,,7,3,nan,574,very_high,female,36.25,very_high,entry_level,research_scientist,very_high,divorced,2342.59,6090.75,4,no,14,"3,0",very_high,part_time,3,7,3,excellent,5,2,2,1980,28111.13,yes
29,yes,,788.15,,27,3,marketing,575,medium,male,,high,senior,sales_executive,very_high,married,,16551.17,1,,22,"4,0",very_high,part_time,3,10,3,low,10,1,9,1994,76390.0,yes
31,no,non_travel,556.26,research_&_development,1,4,medical,576,high,female,,low,intermediate,manufacturing_director,high,,,11681.39,0,,12,"3,0",very_high,part_time,1,6,2,good,5,1,4,1992,53914.11,yes
33,yes,,290.04,,14,3,nan,577,high,female,,high,entry_level,laboratory_technician,very_high,married,2342.59,6090.75,5,yes,13,"3,0",high,nan,1,8,2,very_low,5,0,4,1990,,no
31,yes,,290.04,,29,2,nan,578,high,female,,medium,entry_level,laboratory_technician,medium,,2342.59,6090.75,0,no,11,"3,0",medium,part_time,0,,2,excellent,5,1,4,1992,28111.13,yes
37,no,,670.84,,6,4,nan,579,high,female,,high,intermediate,sales_executive,very_high,,5418.33,14087.67,4,no,14,"3,0",medium,nan,1,,5,excellent,5,0,1,1986,,yes
50,no,,1973.98,research_&_development,4,1,nan,580,low,female,,high,executive,research_director,medium,divorced,15943.72,41453.67,3,no,14,"3,0",low,nan,2,28,4,low,10,1,6,1973,,no
42,no,travel_frequently,1395.44,,26,3,nan,581,high,male,,high,manager,sales_executive,medium,married,,29304.17,5,,14,"3,0",very_high,full_time,1,,2,,20,4,8,1981,135250.0,yes
27,no,,556.26,,2,3,nan,582,very_high,female,,high,intermediate,sales_executive,high,,4492.84,11681.39,1,yes,11,"3,0",low,nan,0,5,3,good,5,0,4,1996,,yes
27,no,non_travel,655.06,,1,1,marketing,583,high,female,,high,intermediate,sales_executive,medium,,5290.83,13756.17,0,yes,13,"3,0",very_high,nan,1,,0,,5,1,4,1996,,yes
41,no,travel_rarely,556.26,,6,3,nan,584,very_high,female,,medium,intermediate,manufacturing_director,medium,single,4492.84,11681.39,6,yes,15,"3,0",very_high,part_time,0,,3,good,5,1,2,1982,53914.11,yes
37,no,travel_rarely,290.04,,10,3,medical,585,high,male,36.25,high,entry_level,laboratory_technician,low,,2342.59,6090.75,6,no,20,"4,0",medium,part_time,1,,3,good,5,0,3,1986,28111.13,yes
40,yes,,658.25,,22,2,nan,586,nan,female,,medium,intermediate,sales_executive,high,,,13823.33,2,yes,12,"3,0",low,full_time,2,8,6,good,6,1,0,1983,63800.0,yes
55,no,,1582.77,,2,3,nan,587,high,male,197.85,high,manager,manager,very_high,single,12783.92,33238.2,2,yes,13,"3,0",high,full_time,0,,2,good,5,1,2,1968,153407.07,no
26,yes,travel_frequently,320.05,,3,1,nan,588,high,female,,high,entry_level,research_scientist,low,,,6721.0,0,,22,"4,0",high,full_time,0,,2,good,6,0,4,1997,31020.0,yes
40,no,travel_rarely,556.26,,2,2,marketing,589,very_high,male,,high,intermediate,sales_executive,medium,divorced,4492.84,11681.39,7,,12,"3,0",high,part_time,2,,5,good,5,1,3,1983,53914.11,yes
25,no,,556.26,sales,4,2,nan,590,medium,male,,medium,intermediate,sales_executive,very_high,single,,11681.39,1,yes,11,"3,0",medium,part_time,0,5,3,good,5,1,3,1998,53914.11,no
30,no,,556.26,,12,3,nan,591,medium,male,,high,intermediate,sales_executive,high,single,,11681.39,0,no,11,,medium,part_time,0,,6,good,5,4,4,1993,53914.11,yes
52,no,travel_rarely,1032.49,,32,3,nan,592,very_high,female,129.06,medium,senior,manufacturing_director,high,married,,21682.23,2,,14,,high,part_time,0,,4,good,5,0,4,1971,100071.84,no
42,no,travel_frequently,470.06,,12,2,nan,593,low,male,,high,intermediate,research_scientist,high,,3796.67,9871.33,2,no,11,"3,0",medium,part_time,1,19,3,good,5,0,2,1981,45560.0,no
30,no,travel_rarely,556.26,,2,3,life_sciences,594,high,male,,low,intermediate,manufacturing_director,very_high,,4492.84,11681.39,2,no,20,"4,0",high,nan,0,11,2,good,5,0,2,1993,,yes
35,no,travel_rarely,436.43,,22,3,life_sciences,595,very_high,female,54.55,low,entry_level,laboratory_technician,high,single,3525.0,9165.0,0,no,15,"3,0",high,full_time,0,,2,good,5,4,3,1988,42300.0,no
31,no,travel_rarely,1032.49,,7,3,nan,596,high,female,129.06,medium,senior,manager,very_high,divorced,,21682.23,9,,21,"4,0",high,part_time,1,10,3,low,5,0,1,1992,100071.84,yes
35,no,travel_rarely,501.33,sales,1,3,nan,597,low,male,,high,intermediate,sales_executive,high,single,,10527.83,1,,16,"3,0",very_high,part_time,0,5,3,good,5,0,3,1988,48590.0,yes
25,no,,290.04,,13,1,nan,598,medium,female,,high,entry_level,sales_representative,high,,2342.59,6090.75,1,,11,"3,0",high,nan,0,7,1,good,7,0,6,1998,28111.13,yes
32,no,travel_rarely,652.27,,9,4,nan,599,low,male,81.53,high,intermediate,research_scientist,very_high,married,,13697.67,1,,12,"3,0",very_high,full_time,1,6,2,,6,0,5,1991,63220.0,no
47,yes,,556.26,,27,2,life_sciences,600,medium,male,69.53,very_high,intermediate,sales_executive,high,,4492.84,11681.39,4,yes,12,"3,0",very_high,part_time,0,8,2,good,5,1,3,1976,53914.11,no
30,no,travel_frequently,290.04,,5,4,life_sciences,601,medium,female,36.25,medium,entry_level,research_scientist,very_high,divorced,,6090.75,9,no,12,"3,0",medium,part_time,1,10,3,low,5,0,3,1993,28111.13,yes
45,no,,1110.26,,9,3,marketing,602,very_high,female,,high,senior,sales_executive,low,divorced,8967.5,23315.5,4,yes,12,"3,0",high,full_time,1,18,2,good,5,0,2,1978,107610.0,no
36,no,travel_rarely,290.04,,8,3,life_sciences,603,low,female,,medium,entry_level,human_resources,low,,2342.59,6090.75,0,,21,"4,0",high,nan,0,,3,good,5,0,3,1987,,yes
31,no,,290.04,,11,4,nan,604,very_high,female,,high,entry_level,research_scientist,very_high,,2342.59,6090.75,3,,19,"3,0",medium,part_time,1,,2,good,6,0,2,1992,28111.13,yes
37,no,travel_frequently,306.74,,21,2,medical,605,high,male,,high,entry_level,sales_representative,very_high,married,,6441.5,5,,15,"3,0",medium,full_time,1,,3,good,5,0,0,1986,29730.0,no
39,no,travel_rarely,536.92,,2,3,life_sciences,606,very_high,male,,medium,intermediate,human_resources,very_high,,4336.67,11275.33,8,no,11,"3,0",high,part_time,2,13,2,good,5,0,4,1984,52040.0,no
42,no,,556.26,,14,2,nan,607,high,male,69.53,medium,intermediate,sales_executive,high,,4492.84,11681.39,7,,17,"3,0",low,part_time,0,,6,good,5,0,3,1981,53914.11,yes
30,no,travel_rarely,1032.49,,8,2,nan,608,high,female,129.06,high,senior,sales_executive,high,,8339.32,21682.23,5,no,11,"3,0",low,part_time,1,,2,excellent,8,7,7,1993,100071.84,no
50,no,,1795.13,,1,2,medical,609,very_high,female,,high,manager,research_director,very_high,divorced,14499.17,37697.83,9,no,22,,high,full_time,1,32,1,low,5,1,3,1973,173990.0,yes
59,no,travel_rarely,1032.49,sales,1,2,nan,610,medium,female,,high,senior,manager,very_high,,8339.32,21682.23,3,yes,14,"3,0",high,nan,1,14,1,very_low,6,0,4,1964,,yes
54,no,,1032.49,,2,4,life_sciences,611,high,male,,medium,senior,sales_executive,high,married,8339.32,21682.23,6,no,11,"3,0",medium,part_time,1,13,4,good,9,7,0,1969,100071.84,yes
56,no,,290.04,,9,3,medical,612,low,male,36.25,high,entry_level,research_scientist,high,married,,6090.75,2,no,19,"3,0",medium,part_time,1,18,4,good,5,0,3,1967,28111.13,no
48,no,,1742.1,,1,4,nan,613,low,female,217.76,very_high,manager,manager,very_high,single,,36584.17,2,no,22,,high,full_time,0,,3,low,5,2,1,1975,168850.0,yes
39,no,,556.26,research_&_development,9,3,life_sciences,614,high,female,,high,intermediate,laboratory_technician,medium,single,4492.84,11681.39,9,no,15,"3,0",high,part_time,0,9,2,low,5,0,3,1984,53914.11,no
