,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
546,29,No,travel_frequently,290.03550973654063, Research & Development ,10,3,,1,547,4,1,,3,1, rEsEARch sCientIST ,2,divorced,"2342,59$","6090,75$",0,,No,14,"3,0",4,Part Time,2,"8,0",2,"2,0",7,,1,1,"2342,59$",1994,"28111,13$", rEsEARch sCientIST  -  Research & Development ,,1
547,34,No,,556.2566609977324,,9,1,Life Sciences,1,548,2,1,69.53208262471655,3,2, sAlEs Executive ,3,Married,"4492,84$","11681,39$",1,,,20,"4,0",1,Part Time,0,,3,"2,0",6,,1,3,"4492,84$",1989,"53914,11$",,,0
548,28,No,travel_rarely,329.74603174603175,,19,4,Medical,1,549,4,0,,2,1, LAbOrATOry techNicIan ,1,Married,"2663,33$","6924,67$",1,Y,,12,"3,0",3,,3,"6,0",2,"3,0",6,,3,3,"2663,33$",1995,"31960,00$",,,0
549,44,No,,290.03550973654063,,2,1,Life Sciences,1,550,1,1,,4,1, ReSearcH scIEntist ,4,Married,,"6090,75$",1,Y,,13,"3,0",4,Part Time,1,"10,0",5,"3,0",10,,7,7,,1979,"28111,13$",,,0
550,31,No,travel_rarely,556.2566609977324, Research & Development ,11,2,,1,551,3,0,69.53208262471655,3,2, HealthcARE RePreSENtAtiVe ,1,Married,"4492,84$","11681,39$",1,,Yes,12,,4,Part Time,0,"6,0",2,"2,0",6,,0,1,"4492,84$",1992,"53914,11$", HealthcARE RePreSENtAtiVe  -  Research & Development ,,False
551,26,No,,290.03550973654063, Research & Development ,4,2,Life Sciences,1,552,3,0,36.25443871706758,3,1, ResEArch ScieNTiST ,4,,"2342,59$","6090,75$",1,,Yes,20,"4,0",2,Part Time,0,,2,"2,0",8,,2,2,"2342,59$",1997,"28111,13$", ResEArch ScieNTiST  -  Research & Development ,,0
552,47,No,travel_rarely,352.8571428571429,,1,3,,1,553,1,0,,3,1, reSEarCh ScIeNTIST ,4,,"2850,00$","7410,00$",7,Y,No,12,"3,0",3,Full Time,1,"17,0",2,"2,0",6,,1,2,"2850,00$",1976,"34200,00$",,,True
553,37,No,,290.03550973654063, Research & Development ,5,2,,1,554,3,0,,4,1, labORaTORy TecHniciAN ,3,Single,"2342,59$","6090,75$",0,,No,14,"3,0",1,Part Time,0,"7,0",2,"1,0",6,,1,3,"2342,59$",1986,"28111,13$", labORaTORy TecHniciAN  -  Research & Development ,,0
554,32,No,,421.67460317460313,,1,4,,1,555,4,0,,3,2, ResEaRch ScieNTiSt ,1,Married,"3405,83$","8855,17$",4,,,14,"3,0",2,,1,"9,0",3,"2,0",6,,1,2,"3405,83$",1991,,,,True
555,32,No,,556.2566609977324,,2,3,Medical,1,556,4,0,69.53208262471655,3,2, ReseARch SciENTISt ,2,Divorced,"4492,84$","11681,39$",0,Y,No,13,"3,0",3,Part Time,2,"10,0",4,"2,0",9,,1,6,"4492,84$",1991,"53914,11$",,,1
556,33,No,non-travel,553.8412698412699,,16,3,Life Sciences,1,557,3,1,69.23015873015873,3,2, saLes eXeCutIvE ,4,,,"11630,67$",1,Y,Yes,25,"4,0",3,Part Time,1,"7,0",2,"3,0",6,,1,2,,1990,"53680,00$",,,0
557,47,Yes,,1334.6666666666667, Sales ,9,3,,1,558,3,0,,1,4, SalEs exECUTIvE ,3,Married,,"28028,00$",7,,No,11,,3,Full Time,0,"25,0",3,"1,0",23,,14,10,,1976,"129360,00$", SalEs exECUTIvE  -  Sales ,,Yes
558,41,Yes,,556.2566609977324,,1,2,,1,559,2,1,,3,2, SaLEs ExEcUTIVE ,4,,"4492,84$","11681,39$",8,,Yes,11,"3,0",1,Part Time,0,"8,0",0,"1,0",6,,0,5,"4492,84$",1982,"53914,11$",,,0
559,35,No,travel_rarely,290.03550973654063, Research & Development ,16,3,Medical,1,560,1,0,36.25443871706758,4,1, LabOrATory TEChNICiaN ,2,Married,,"6090,75$",0,,,13,"3,0",3,Part Time,1,"6,0",5,"3,0",5,,0,3,,1988,"28111,13$", LabOrATory TEChNICiaN  -  Research & Development ,,0
560,29,No,travel_rarely,290.03550973654063,,2,3,Life Sciences,1,561,3,0,36.25443871706758,3,1, REseaRCh SCiENTIst ,2,Married,"2342,59$","6090,75$",0,Y,No,23,"4,0",4,Part Time,1,,3,"3,0",5,,0,4,"2342,59$",1994,"28111,13$",,,False
561,32,No,travel_rarely,556.2566609977324,,1,3,Life Sciences,1,562,2,0,,3,2, reseARCH sCIEntiST ,2,,"4492,84$","11681,39$",1,Y,No,17,"3,0",2,Part Time,2,"10,0",3,"3,0",10,,0,9,"4492,84$",1991,"53914,11$",,,1
562,35,No,travel_rarely,290.03550973654063,,1,3,Medical,1,563,2,0,36.25443871706758,2,1, RESeaRCh sCientIsT ,3,Single,"2342,59$","6090,75$",1,,No,18,"3,0",1,Part Time,0,"6,0",3,"3,0",6,,0,4,"2342,59$",1988,"28111,13$",,,False
563,56,No,,1032.4872861766066,,-13,3,,1,564,4,0,,1,3, mAnUfactURing dIReCtOr ,4,,"8339,32$","21682,23$",4,,No,11,"3,0",1,,0,"37,0",3,"2,0",6,,0,2,"8339,32$",1967,,,,1
564,28,No,,435.5,,4,3,Medical,1,565,2,0,,3,2, sales ExEcUtiVe ,3,,,"9145,50$",1,Y,,15,"3,0",2,Part Time,0,"5,0",3,"4,0",5,,0,4,,1995,"42210,00$",,,Yes
565,25,Yes,travel_rarely,556.2566609977324,,5,3,,1,566,3,0,,2,2, sALES eXeCutiVE ,3,Single,"4492,84$","11681,39$",1,Y,Yes,11,"3,0",4,,0,,1,"3,0",6,,0,3,"4492,84$",1998,,,,Yes
566,56,Yes,,512.0555555555557,,14,4,Life Sciences,1,567,2,1,,3,1, reseARcH scieNtISt ,2,,,"10753,17$",9,Y,,18,"3,0",1,Full Time,3,"7,0",2,"3,0",5,,4,3,,1967,"49630,00$",,,Yes
567,26,No,,290.03550973654063, Research & Development ,6,3,,1,568,3,1,,2,1, reSeArcH scieNtist ,2,Married,,"6090,75$",1,,,19,"3,0",3,Part Time,0,"5,0",3,"2,0",5,,4,3,,1997,"28111,13$", reSeArcH scieNtist  -  Research & Development ,,False
568,32,Yes,,433.3333333333333,,9,3,Medical,1,569,1,1,,3,1, labORatOry technICiAn ,1,,"3500,00$","9100,00$",7,,No,22,"4,0",1,,0,,2,"4,0",5,,0,4,"3500,00$",1991,,,,False
569,30,No,travel_rarely,290.03550973654063,,18,3,Life Sciences,1,570,1,1,,3,1, rEsEArch SCIeNtIsT ,3,Single,"2342,59$","6090,75$",1,,No,14,"3,0",3,Part Time,0,,4,"2,0",5,,0,4,"2342,59$",1993,"28111,13$",,,True
570,50,No,travel_rarely,1973.9841269841268,,11,3,,1,571,3,1,,3,5, mAnAGER ,2,,"15943,72$","41453,67$",3,Y,,15,"3,0",2,,0,,5,"3,0",5,,4,4,"15943,72$",1973,,,,0
571,32,No,,290.03550973654063,,6,5,Life Sciences,1,572,3,0,,3,1, ReSEArcH sCiEntIST ,3,,"2342,59$","6090,75$",3,Y,No,20,"4,0",1,Part Time,0,"8,0",2,,5,,1,4,"2342,59$",1991,"28111,13$",,,False
572,45,No,travel_rarely,516.4920634920635,,4,2,,1,573,3,1,,3,2, SalEs eXEcUTIVe ,1,,"4171,67$","10846,33$",4,Y,,11,"3,0",1,,1,"9,0",3,"4,0",5,,0,3,"4171,67$",1978,,,,0
573,43,No,,290.03550973654063,,7,3,,1,574,4,0,36.25443871706758,4,1, rEseARcH SCIENTIsT ,4,Divorced,"2342,59$","6090,75$",4,,No,14,"3,0",4,Part Time,3,"7,0",3,"4,0",5,,2,2,"2342,59$",1980,"28111,13$",,,True
574,29,Yes,,788.1507936507937,,27,3,Marketing,1,575,2,1,,3,3, SalES EXEcUTIVE ,4,Married,,"16551,17$",1,,,22,"4,0",4,Part Time,3,"10,0",3,"2,0",10,,1,9,,1994,"76390,00$",,,Yes
575,31,No,non-travel,556.2566609977324, Research & Development ,1,4,Medical,1,576,3,0,,1,2, maNuFAcTUring DIrecToR ,3,,,"11681,39$",0,Y,,12,"3,0",4,Part Time,1,"6,0",2,"3,0",5,,1,4,,1992,"53914,11$", maNuFAcTUring DIrecToR  -  Research & Development ,,Yes
576,33,Yes,,290.03550973654063,,14,3,,1,577,3,0,,3,1, LaBoRatorY teCHNiciaN ,4,Married,"2342,59$","6090,75$",5,,Yes,13,"3,0",3,,1,"8,0",2,"1,0",5,,0,4,"2342,59$",1990,,,,False
577,31,Yes,,290.03550973654063,,29,2,,1,578,3,0,,2,1, laboraTORy teChnICiaN ,2,,"2342,59$","6090,75$",0,Y,No,11,"3,0",2,Part Time,0,,2,"4,0",5,,1,4,"2342,59$",1992,"28111,13$",,,Yes
578,37,No,,670.8412698412699,,6,4,,1,579,3,0,,3,2, sALes EXECUTiVE ,4,,"5418,33$","14087,67$",4,,No,14,"3,0",2,,1,,5,"4,0",5,,0,1,"5418,33$",1986,,,,1
579,50,No,,1973.9841269841268, Research & Development ,4,1,,1,580,1,0,,3,5, ResEARCh DIRECtoR ,2,Divorced,"15943,72$","41453,67$",3,,No,14,"3,0",1,,2,"28,0",4,"2,0",10,,1,6,"15943,72$",1973,, ResEARCh DIRECtoR  -  Research & Development ,,False
580,42,No,travel_frequently,1395.436507936508,,26,3,,1,581,3,1,,3,4, SAlEs ExecuTIVE ,2,Married,,"29304,17$",5,,,14,"3,0",4,Full Time,1,,2,,20,,4,8,,1981,"135250,00$",,,True
581,27,No,,556.2566609977324,,2,3,,1,582,4,0,,3,2, saleS eXEcuTiVe ,3,,"4492,84$","11681,39$",1,,Yes,11,"3,0",1,,0,"5,0",3,"3,0",5,,0,4,"4492,84$",1996,,,,1
582,27,No,non-travel,655.0555555555557,,1,1,Marketing,1,583,3,0,,3,2, sales exEcutIVe ,2,,"5290,83$","13756,17$",0,Y,Yes,13,"3,0",4,,1,,0,,5,,1,4,"5290,83$",1996,,,,Yes
583,41,No,travel_rarely,556.2566609977324,,6,3,,1,584,4,0,,2,2, MAnUFacTuRING DIREctOR ,2,Single,"4492,84$","11681,39$",6,,Yes,15,"3,0",4,Part Time,0,,3,"3,0",5,,1,2,"4492,84$",1982,"53914,11$",,,Yes
584,37,No,travel_rarely,290.03550973654063,,10,3,Medical,1,585,3,1,36.25443871706758,3,1, lAboRaTOrY tEcHNiciaN ,1,,"2342,59$","6090,75$",6,,No,20,"4,0",2,Part Time,1,,3,"3,0",5,"4,0",0,3,"2342,59$",1986,"28111,13$",,,True
585,40,Yes,,658.2539682539682,,-22,2,,1,586,22,0,,2,2, sAles EXECUtIvE ,3,,,"13823,33$",2,Y,Yes,12,"3,0",1,Full Time,2,"8,0",6,"3,0",6,,1,0,,1983,"63800,00$",,,1
586,55,No,,1582.7713464696226,,2,3,,1,587,3,1,197.8464183087028,3,4, manaGER ,4,Single,"12783,92$","33238,20$",2,Y,Yes,13,"3,0",3,Full Time,0,,2,"3,0",5,,1,2,"12783,92$",1968,"153407,07$",,,False
587,26,Yes,travel_frequently,320.0476190476191,,3,1,,1,588,3,0,,3,1, REsearCH SCiEntist ,1,,,"6721,00$",0,,,22,"4,0",3,Full Time,0,,2,"3,0",6,,0,4,,1997,"31020,00$",,,1
588,40,No,travel_rarely,556.2566609977324,,2,2,Marketing,1,589,4,1,,3,2, saLes eXeCuTIvE ,2,Divorced,"4492,84$","11681,39$",7,Y,,12,"3,0",3,Part Time,2,,5,"3,0",5,,1,3,"4492,84$",1983,"53914,11$",,,1
589,25,No,,556.2566609977324, Sales ,4,2,,1,590,2,1,,2,2, SaLes exECutIVe ,4,Single,,"11681,39$",1,Y,Yes,11,"3,0",2,Part Time,0,"5,0",3,"3,0",5,,1,3,,1998,"53914,11$", SaLes exECutIVe  -  Sales ,,False
590,30,No,,556.2566609977324,,12,3,,1,591,2,1,,3,2, SalEs EXECuTIVe ,3,Single,,"11681,39$",0,,No,11,,2,Part Time,0,,6,"3,0",5,,4,4,,1993,"53914,11$",,,True
591,52,No,travel_rarely,1032.4872861766066,,-32,3,,1,592,4,0,129.06091077207583,2,3, mAnuFActUriNG DIRECTOR ,3,Married,,"21682,23$",2,Y,,14,,3,Part Time,0,,4,"3,0",5,,0,4,,1971,"100071,84$",,,0
592,42,No,travel_frequently,470.0634920634921,,-12,2,,1,593,1,1,,3,2, reSEaRch sCIeNtisT ,3,,"3796,67$","9871,33$",2,,No,11,"3,0",2,Part Time,1,"19,0",3,"3,0",5,,0,2,"3796,67$",1981,"45560,00$",,,0
593,thirty,No,travel_rarely,556.2566609977324,,2,3,Life Sciences,1,594,3,1,,1,2, maNUfaCTURING DIrECToR ,4,,"4492,84$","11681,39$",2,,No,20,"4,0",3,,0,"11,0",2,"3,0",5,,0,2,"4492,84$",1993,,,,1
594,35,No,travel_rarely,436.4285714285714,,22,3,Life Sciences,1,595,4,0,54.55357142857143,1,1, lABOrAToRy tEchNicIAN ,3,Single,"3525,00$","9165,00$",0,,No,15,"3,0",3,Full Time,0,,2,"3,0",5,,4,3,"3525,00$",1988,"42300,00$",,,0
595,31,No,travel_rarely,1032.4872861766066,,7,3,,1,596,3,0,129.06091077207583,2,3, mAnageR ,4,Divorced,,"21682,23$",9,Y,,21,"4,0",3,Part Time,1,"10,0",3,"2,0",5,,0,1,,1992,"100071,84$",,,Yes
596,35,No,travel_rarely,501.32539682539687, Sales ,1,3,,1,597,1,1,,3,2, SAleS eXecuTIVe ,3,Single,,"10527,83$",1,Y,,16,"3,0",4,Part Time,0,"5,0",3,"3,0",5,,0,3,,1988,"48590,00$", SAleS eXecuTIVe  -  Sales ,,1
597,25,No,,290.03550973654063,,13,1,,1,598,2,0,,3,1, SaLEs REpResENTATive ,3,,"2342,59$","6090,75$",1,Y,,11,"3,0",3,,0,"7,0",1,"3,0",7,,0,6,"2342,59$",1998,"28111,13$",,,Yes
598,32,No,travel_rarely,652.2698412698413,,9,4,,1,599,1,1,81.53373015873017,3,2, rEsEaRch scIenTist ,4,Married,,"13697,67$",1,Y,,12,"3,0",4,Full Time,1,"6,0",2,,6,,0,5,,1991,"63220,00$",,,0
599,47,Yes,,556.2566609977324,,27,2,Life Sciences,1,600,2,1,69.53208262471655,4,2, sALeS eXECuTiVe ,3,,"4492,84$","11681,39$",4,Y,Yes,12,"3,0",4,Part Time,0,"8,0",2,"3,0",5,,1,3,"4492,84$",1976,"53914,11$",,,False
600,30,No,travel_frequently,290.03550973654063,,5,4,Life Sciences,1,601,2,0,36.25443871706758,2,1, ResEARcH ScIeNtISt ,4,Divorced,,"6090,75$",9,Y,No,12,"3,0",2,Part Time,1,"10,0",3,"2,0",5,,0,3,,1993,"28111,13$",,,True
601,45,No,,1110.2619047619048,,9,3,Marketing,1,602,4,0,,3,3, SaLEs EXECuTIve ,1,Divorced,"8967,50$","23315,50$",4,,Yes,12,"3,0",3,Full Time,1,"18,0",2,"3,0",5,,0,2,"8967,50$",1978,"107610,00$",,,False
602,36,No,travel_rarely,290.03550973654063,,8,3,Life Sciences,1,603,1,0,,2,1, HuMan reSOurces ,1,,"2342,59$","6090,75$",0,,,21,"4,0",3,,0,,3,"3,0",5,,0,3,"2342,59$",1987,,,,1
603,31,No,,290.03550973654063,,11,4,,1,604,4,0,,3,1, research sCiENtIst ,4,,"2342,59$","6090,75$",3,,,19,"3,0",2,Part Time,1,,2,"3,0",6,,0,2,"2342,59$",1992,"28111,13$",,,Yes
604,37,No,travel_frequently,306.73809523809524,,21,2,Medical,1,605,3,1,,3,1, saLEs REpReseNTative ,4,Married,,"6441,50$",5,,,15,"3,0",2,Full Time,1,,3,"3,0",5,"4,0",0,0,,1986,"29730,00$",,,False
605,39,No,travel_rarely,536.9206349206349,,2,3,Life Sciences,1,606,4,1,,2,2, HUmAN RESOURCeS ,4,,"4336,67$","11275,33$",8,Y,No,11,"3,0",3,Part Time,2,"13,0",2,"3,0",5,,0,4,"4336,67$",1984,"52040,00$",,,False
606,42,No,,556.2566609977324,,14,2,,1,607,3,1,69.53208262471655,2,2, sALEs EXecutIVE ,3,,"4492,84$","11681,39$",7,,,17,"3,0",1,Part Time,0,,6,"3,0",5,,0,3,"4492,84$",1981,"53914,11$",,,1
607,30,No,travel_rarely,1032.4872861766066,,8,2,,1,608,3,0,129.06091077207583,3,3, SAles ExecutIve ,3,,"8339,32$","21682,23$",5,,No,11,"3,0",1,Part Time,1,,2,"4,0",8,,7,7,"8339,32$",1993,"100071,84$",,,0
608,50,No,,1795.1349206349207,,1,2,Medical,1,609,4,0,,3,4, rEseArCh DiREctOR ,4,Divorced,"14499,17$","37697,83$",9,Y,No,22,,3,Full Time,1,"32,0",1,"2,0",5,,1,3,"14499,17$",1973,"173990,00$",,,1
609,59,No,travel_rarely,1032.4872861766066, Sales ,1,2,,1,610,2,0,,3,3, manAGER ,4,,"8339,32$","21682,23$",3,,Yes,14,"3,0",3,,1,"14,0",1,"1,0",6,,0,4,"8339,32$",1964,, manAGER  -  Sales ,,True
610,54,No,,1032.4872861766066,,2,4,Life Sciences,1,611,3,1,,2,3, sALES ExeCutiVe ,3,Married,"8339,32$","21682,23$",6,Y,No,11,"3,0",2,Part Time,1,"13,0",4,"3,0",9,,7,0,"8339,32$",1969,"100071,84$",,,Yes
611,56,No,,290.03550973654063,,9,3,Medical,1,612,1,1,36.25443871706758,3,1, ReseARch ScIenTIST ,3,Married,,"6090,75$",2,,No,19,"3,0",2,Part Time,1,"18,0",4,"3,0",5,,0,3,,1967,"28111,13$",,,0
612,48,No,,1742.1031746031747,,1,4,,1,613,1,0,217.76289682539684,4,4, ManAGER ,4,Single,,"36584,17$",2,Y,No,22,,3,Full Time,0,,3,"2,0",5,,2,1,,1975,"168850,00$",,,1
613,39,No,,556.2566609977324, Research & Development ,9,3,Life Sciences,1,614,3,0,,3,2, LaBOrATORy teCHnIciaN ,2,Single,"4492,84$","11681,39$",9,,No,15,"3,0",3,Part Time,0,"9,0",2,"2,0",5,,0,3,"4492,84$",1984,"53914,11$", LaBOrATORy teCHnIciaN  -  Research & Development ,,0
614,35,No,travel_rarely,446.0238095238095,,8,4,Technical Degree,1,615,3,0,,3,1, HUMaN RESoUrCES ,3,,,"9366,50$",1,Y,No,17,"3,0",2,Full Time,0,"6,0",2,"1,0",5,,1,4,,1988,"43230,00$",,,1
615,42,No,travel_rarely,531.8650793650794, Sales ,4,4,Marketing,1,616,2,0,,3,2, SAlES ExecuTIVe ,1,Single,"4295,83$","11169,17$",7,,No,13,"3,0",4,,0,,3,,6,,1,5,"4295,83$",1981,"51550,00$", SAlES ExecuTIVe  -  Sales ,,False
616,44,Yes,,302.92063492063494,,10,4,,1,617,3,0,,3,1, RESEArCH scientiSt ,3,Single,,"6361,33$",1,,Yes,11,"3,0",3,Full Time,0,"6,0",4,"3,0",6,,0,2,,1979,"29360,00$",,,0
617,29,No,travel_rarely,290.03550973654063,,15,1,,1,618,2,1,36.25443871706758,1,1, reSEARCH ScieNtisT ,4,Married,,"6090,75$",0,Y,Yes,18,,1,Part Time,1,"6,0",2,"2,0",5,,1,3,,1994,"28111,13$",,,0
618,33,No,,290.03550973654063,,2,3,Human Resources,1,619,2,0,,3,1, HUMaN ReSOUrCEs ,3,,"2342,59$","6090,75$",1,Y,No,13,"3,0",4,,1,"5,0",2,"3,0",5,,1,4,"2342,59$",1990,,,,True
619,54,No,travel_frequently,1032.4872861766066,,1,4,,1,620,4,1,,3,3, ManUFAcTURinG dIrEcTor ,3,,"8339,32$","21682,23$",7,,No,17,"3,0",1,Part Time,1,"33,0",2,"1,0",5,,1,4,"8339,32$",1969,"100071,84$",,,False
620,46,No,,1938.547619047619, Sales ,4,2,,1,621,4,1,,2,5, MaNAgeR ,2,Married,"15657,50$","40709,50$",2,Y,,14,"3,0",3,,1,,2,"3,0",11,,0,8,"15657,50$",1977,"187890,00$", MaNAgeR  -  Sales ,,1
621,30,No,non-travel,556.2566609977324,,9,2,Medical,1,622,3,1,,3,2, maNuFaCTuriNg dirECTor ,3,Single,"4492,84$","11681,39$",7,,Yes,18,,3,Part Time,0,"10,0",3,"3,0",8,"4,0",1,7,"4492,84$",1993,"53914,11$",,,True
622,32,Yes,travel_rarely,503.8015873015873,,7,2,Life Sciences,1,623,4,0,,3,2, labORatoRY TeChNiCIAN ,3,,"4069,17$","10579,83$",1,,,18,"3,0",1,Part Time,1,,3,"3,0",10,,1,1,"4069,17$",1991,"48830,00$",,,True
623,40,Yes,,1032.4872861766066,,25,4,,1,624,4,0,129.06091077207583,2,3, saleS EXecuTiVE ,2,Single,,"21682,23$",2,Y,Yes,12,"3,0",3,Part Time,0,"9,0",2,"3,0",5,,1,0,,1983,"100071,84$",,,1
624,34,No,non-travel,209.34126984126985,,26,1,,1,625,1,1,,2,1, reSEaRCH sCIentisT ,3,Divorced,,"4396,17$",1,Y,No,20,"4,0",3,Part Time,3,"5,0",2,"3,0",5,,0,0,,1989,"20290,00$",,,1
625,39,No,travel_rarely,556.2566609977324, Sales ,21,4,,1,626,1,0,,2,2, salES exEcUtiVE ,4,Married,,"11681,39$",3,Y,,12,"3,0",4,Part Time,2,"8,0",2,"4,0",5,,1,4,,1984,"53914,11$", salES exEcUtiVE  -  Sales ,,False
626,37,No,,309.1111111111111,,4,1,,1,627,3,0,,3,1, rESEaRCh sCIenTisT ,3,Married,"2496,67$","6491,33$",7,,Yes,15,"3,0",4,Full Time,0,"8,0",2,"3,0",6,,1,3,"2496,67$",1986,"29960,00$",,,False
627,33,No,,556.2566609977324, Sales ,-41,1,Life Sciences,1,628,41,0,,3,2, SAlEs ExECUTIVe ,4,Marreid,"4492,84$","11681,39$",6,,,13,"3,0",1,Part Time,0,"8,0",2,"4,0",5,,1,2,"4492,84$",1990,"53914,11$", SAlEs ExECUTIVe  -  Sales ,,True
628,39,No,non-travel,1032.4872861766066, Research & Development ,25,2,,1,629,3,0,129.06091077207583,3,3, HEaLTHcaRE rePReseNtaTIvE ,3,,"8339,32$","21682,23$",3,,No,21,"4,0",2,Part Time,1,"13,0",2,"3,0",6,,0,5,"8339,32$",1984,"100071,84$", HEaLTHcaRE rePReseNtaTIvE  -  Research & Development ,,0
629,52,No,travel_rarely,290.03550973654063,,8,4,Other,1,630,3,1,,3,1, lAboratorY TECHNIcian ,1,Married,,"6090,75$",9,,No,13,,3,Part Time,0,"12,0",2,"1,0",5,,0,4,,1971,"28111,13$",,,Yes
630,36,No,,957.2539682539684,,3,4,,1,631,1,1,,3,2, SaLeS ExEcUtiVe ,2,Single,"7731,67$","20102,33$",3,Y,Yes,16,"3,0",4,Full Time,0,"15,0",3,"3,0",5,,0,1,"7731,67$",1987,"92780,00$",,,True
631,36,No,,556.2566609977324,,-47,4,Life Sciences,1,632,47,0,69.53208262471655,2,2, LabORAtORY TechNiciAN ,4,Single,"4492,84$","11681,39$",1,Y,,16,"3,0",3,Part Time,0,"10,0",2,"2,0",10,,1,8,"4492,84$",1987,"53914,11$",,,True
632,24,No,travel_rarely,429.4126984126984,,4,1,,1,633,4,1,,3,2, SALes exeCUtiVE ,3,Married,"3468,33$","9017,67$",1,Y,Yes,12,"3,0",3,,2,,3,"3,0",5,,0,3,"3468,33$",1999,,,,True
633,34,No,travel_rarely,290.03550973654063,,1,3,Life Sciences,1,634,4,1,36.25443871706758,2,1, lAborAtoRy technIcIAN ,2,,,"6090,75$",5,Y,No,17,"3,0",1,Part Time,1,"7,0",2,"2,0",5,,0,2,,1989,"28111,13$",,,0
634,28,No,,556.2566609977324, Sales ,5,3,,1,635,4,0,,3,2, sAles eXEcUtIve ,1,Single,"4492,84$","11681,39$",0,,,18,"3,0",4,Part Time,0,,4,"3,0",5,,1,3,"4492,84$",1995,"53914,11$", sAles eXEcUtIve  -  Sales ,,Yes
635,33,No,travel_rarely,290.03550973654063, Research & Development ,4,4,Medical,1,636,1,1,,2,1, laBoraTorY tEChnICiaN ,2,,"2342,59$","6090,75$",8,,No,11,"3,0",4,Part Time,0,"8,0",5,"3,0",5,,0,2,"2342,59$",1990,"28111,13$", laBoraTorY tEChnICiaN  -  Research & Development ,,Yes
636,47,No,travel_rarely,556.2566609977324,,14,3,Medical,1,637,3,1,,3,2, SALes exEcUTivE ,3,Married,"4492,84$","11681,39$",3,,,17,"3,0",3,Part Time,1,,4,"2,0",5,,1,2,"4492,84$",1976,"53914,11$",,,1
637,40,Yes,,290.03550973654063,,9,4,Life Sciences,1,638,4,0,36.25443871706758,3,1, lAbORatorY TeChnIciAn ,1,Single,"2342,59$","6090,75$",3,,,14,"3,0",2,Part Time,0,"15,0",3,"1,0",5,,1,0,"2342,59$",1983,"28111,13$",,,False
638,45,No,travel_rarely,290.03550973654063,,-49,3,Technical Degree,1,639,49,0,,3,1, rEsEaRcH sCiENTIST ,4,Marreid,"2342,59$","6090,75$",4,,No,20,"4,0",4,Part Time,1,,3,"3,0",5,,0,3,"2342,59$",1978,"28111,13$",,,True
639,40,No,travel_rarely,556.2566609977324,,9,2,,1,640,1,0,69.53208262471655,3,2, sAleS exEcuTive ,1,,,"11681,39$",0,Y,,12,"3,0",4,Part Time,0,,5,"4,0",8,,7,1,,1983,"53914,11$",,,1
640,29,No,,913.404761904762,,2,1,Life Sciences,1,641,1,0,,3,2, HealTHCaRE rEprEsENtatiVE ,4,,"7377,50$","19181,50$",1,Y,,19,"3,0",4,Full Time,1,"6,0",0,"4,0",6,,1,3,"7377,50$",1994,"88530,00$",,,True
641,40,No,,556.2566609977324,,14,2,Life Sciences,1,642,4,1,,3,2, SAlES exEcUTIve ,1,Married,"4492,84$","11681,39$",1,Y,No,15,"3,0",3,Part Time,1,"5,0",2,"3,0",5,,1,2,"4492,84$",1983,"53914,11$",,,1
642,43,No,,503.0793650793651,,27,3,,1,643,4,0,,4,1, LaBoRatorY tEcHnicIan ,2,Divorced,,"10564,67$",5,,,12,"3,0",3,Full Time,1,,0,,6,,0,2,,1980,"48760,00$",,,0
643,30,No,,220.8968253968254,,7,3,,1,644,2,0,,2,1, resEaRCH sCiENtiSt ,2,,,"4638,83$",1,,No,12,"3,0",2,Part Time,1,"6,0",3,"2,0",6,,1,1,,1993,"21410,00$",,,Yes
644,38,No,,800.2222222222223, Research & Development ,2,2,,1,645,4,1,,2,3, MANufacTURIng diREcTOr ,3,,"6463,33$","16804,67$",3,,,19,"3,0",4,,1,"10,0",6,"4,0",5,,0,2,"6463,33$",1985,, MANufacTURIng diREcTOr  -  Research & Development ,,True
645,37,No,travel_rarely,406.0952380952381, Research & Development ,10,3,,1,646,2,1,50.761904761904766,3,1, REsearch scIENtist ,2,Married,,"8528,00$",1,,,11,"3,0",1,Full Time,1,"8,0",2,"1,0",8,,7,7,,1986,"39360,00$", REsearch scIENtist  -  Research & Development ,,False
646,39,No,travel_rarely,556.2566609977324,,12,3,Medical,1,647,4,0,,3,2, maNufactURInG DireCTor ,2,,"4492,84$","11681,39$",4,,No,21,"4,0",3,Part Time,0,,3,"3,0",5,,1,0,"4492,84$",1984,"53914,11$",,,Yes
647,36,No,travel_rarely,705.9206349206349, Research & Development ,-11,2,Life Sciences,1,648,11,0,88.24007936507937,4,2, heaLtHcARe RePReSENtaTIve ,1,Divorced,,"14824,33$",6,,No,20,"4,0",1,Full Time,1,"13,0",3,"3,0",5,,0,4,,1987,"68420,00$", heaLtHcARe RePReSENtaTIve  -  Research & Development ,,1
